"Correlation id","Operation name","Status","Event category","Level","Time","Subscription","Event initiated by","Resource type","Resource group","Resource"
"566d1d79-c9e3-481b-9271-699d4cf4b3fa","Health Event Updated","Updated","Resource Health","Informational","2024-03-07T20:26:56.714Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","","MICROSOFT.COMPUTE/virtualmachinescalesets/virtualmachines","VMSS-SCALING14","/SUBSCRIPTIONS/E7DC935A-7E69-4B70-90E9-4A4EB71D7CA6/RESOURCEGROUPS/VMSS-SCALING14/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/SCALINGVMSS/VIRTUALMACHINES/3"
"228db90f-d912-4abc-83e5-e0529ae4b211","Health Event Updated","Updated","Resource Health","Informational","2024-03-07T20:26:54.730Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","","MICROSOFT.COMPUTE/virtualmachinescalesets/virtualmachines","VMSS-SCALING14","/SUBSCRIPTIONS/E7DC935A-7E69-4B70-90E9-4A4EB71D7CA6/RESOURCEGROUPS/VMSS-SCALING14/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/SCALINGVMSS/VIRTUALMACHINES/3"
"54298dc0-7716-48fd-9016-0494e34a8457","Health Event Updated","Updated","Resource Health","Informational","2024-03-07T20:26:54.730Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","","MICROSOFT.COMPUTE/virtualmachinescalesets/virtualmachines","VMSS-SCALING14","/SUBSCRIPTIONS/E7DC935A-7E69-4B70-90E9-4A4EB71D7CA6/RESOURCEGROUPS/VMSS-SCALING14/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/SCALINGVMSS/VIRTUALMACHINES/2"
"e4fb28c1-e88d-4699-89b1-cd34244185aa","Autoscale scale up initiated","Succeeded","Autoscale","Informational","2024-03-07T20:26:48.523Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","Microsoft.Insights/autoscaleSettings","MICROSOFT.COMPUTE/virtualmachinescalesets","VMSS-SCALING14","/SUBSCRIPTIONS/E7DC935A-7E69-4B70-90E9-4A4EB71D7CA6/RESOURCEGROUPS/VMSS-SCALING14/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/SCALINGVMSS"
"e4fb28c1-e88d-4699-89b1-cd34244185aa","Autoscale scale up completed","Succeeded","Autoscale","Informational","2024-03-07T20:26:48.523Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","Microsoft.Insights/autoscaleSettings","MICROSOFT.COMPUTE/virtualmachinescalesets","VMSS-SCALING14","/SUBSCRIPTIONS/E7DC935A-7E69-4B70-90E9-4A4EB71D7CA6/RESOURCEGROUPS/VMSS-SCALING14/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/SCALINGVMSS"
"9817b8cf-1ebf-4ae3-afce-4f504baefb3b","Manual Upgrade Virtual Machine Scale Set","Succeeded","Administrative","Informational","2024-03-07T20:26:01.497Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","zatovw@gmail.com","Microsoft.Compute/virtualMachineScaleSets","vmss-scaling14","/subscriptions/e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6/resourceGroups/vmss-scaling14/providers/Microsoft.Compute/virtualMachineScaleSets/scalingVmss"
"9817b8cf-1ebf-4ae3-afce-4f504baefb3b","Manual Upgrade Virtual Machine Scale Set","Started","Administrative","Informational","2024-03-07T20:25:44.213Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","zatovw@gmail.com","Microsoft.Compute/virtualMachineScaleSets","vmss-scaling14","/subscriptions/e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6/resourceGroups/vmss-scaling14/providers/Microsoft.Compute/virtualMachineScaleSets/scalingVmss"
"9817b8cf-1ebf-4ae3-afce-4f504baefb3b","Manual Upgrade Virtual Machine Scale Set","Accepted","Administrative","Informational","2024-03-07T20:25:44.854Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","zatovw@gmail.com","Microsoft.Compute/virtualMachineScaleSets","vmss-scaling14","/subscriptions/e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6/resourceGroups/vmss-scaling14/providers/Microsoft.Compute/virtualMachineScaleSets/scalingVmss"
"b064c9aa-8e8c-43af-b37a-a9d152e40485","Health Event Updated","Updated","Resource Health","Informational","2024-03-07T20:24:45.893Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","","MICROSOFT.COMPUTE/virtualmachinescalesets","VMSS-SCALING14","/SUBSCRIPTIONS/E7DC935A-7E69-4B70-90E9-4A4EB71D7CA6/RESOURCEGROUPS/VMSS-SCALING14/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/SCALINGVMSS"
"4927e7a1-3d6b-4abf-94d6-77814034eeff","Create or Update Virtual Machine Scale Set","Succeeded","Administrative","Informational","2024-03-07T20:23:00.985Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","zatovw@gmail.com","Microsoft.Compute/virtualMachineScaleSets","vmss-scaling14","/subscriptions/e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6/resourcegroups/vmss-scaling14/providers/Microsoft.Compute/virtualMachineScaleSets/scalingVmss"
"4927e7a1-3d6b-4abf-94d6-77814034eeff","Create or Update Virtual Machine Scale Set","Started","Administrative","Informational","2024-03-07T20:22:09.148Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","zatovw@gmail.com","Microsoft.Compute/virtualMachineScaleSets","vmss-scaling14","/subscriptions/e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6/resourceGroups/vmss-scaling14/providers/Microsoft.Compute/virtualMachineScaleSets/scalingVmss"
"4927e7a1-3d6b-4abf-94d6-77814034eeff","'audit' Policy action.","Succeeded","Policy","Warning","2024-03-07T20:22:09.586Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","zatovw@gmail.com","Microsoft.Compute/virtualMachineScaleSets","vmss-scaling14","/subscriptions/e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6/resourceGroups/vmss-scaling14/providers/Microsoft.Compute/virtualMachineScaleSets/scalingVmss"
"4927e7a1-3d6b-4abf-94d6-77814034eeff","Append","Succeeded","Policy","Informational","2024-03-07T20:22:09.586Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","zatovw@gmail.com","Microsoft.Compute/virtualMachineScaleSets","vmss-scaling14","/subscriptions/e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6/resourceGroups/vmss-scaling14/providers/Microsoft.Compute/virtualMachineScaleSets/scalingVmss"
"4927e7a1-3d6b-4abf-94d6-77814034eeff","'auditIfNotExists' Policy action.","Started","Policy","Informational","2024-03-07T20:22:14.664Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","zatovw@gmail.com","Microsoft.Compute/virtualMachineScaleSets","vmss-scaling14","/subscriptions/e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6/resourceGroups/vmss-scaling14/providers/Microsoft.Compute/virtualMachineScaleSets/scalingVmss"
"4927e7a1-3d6b-4abf-94d6-77814034eeff","Create or Update Virtual Machine Scale Set","Accepted","Administrative","Informational","2024-03-07T20:22:14.695Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","zatovw@gmail.com","Microsoft.Compute/virtualMachineScaleSets","vmss-scaling14","/subscriptions/e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6/resourceGroups/vmss-scaling14/providers/Microsoft.Compute/virtualMachineScaleSets/scalingVmss"
"ed65c116-2e10-45db-898f-9fa79f8dec10","Health Event Resolved","Resolved","Resource Health","Informational","2024-03-07T20:22:35.944Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","","MICROSOFT.COMPUTE/virtualmachinescalesets/virtualmachines","VMSS-SCALING14","/SUBSCRIPTIONS/E7DC935A-7E69-4B70-90E9-4A4EB71D7CA6/RESOURCEGROUPS/VMSS-SCALING14/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/SCALINGVMSS/VIRTUALMACHINES/1"
"ed65c116-2e10-45db-898f-9fa79f8dec10","Health Event Updated","Updated","Resource Health","Informational","2024-03-07T20:22:21.351Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","","MICROSOFT.COMPUTE/virtualmachinescalesets/virtualmachines","VMSS-SCALING14","/SUBSCRIPTIONS/E7DC935A-7E69-4B70-90E9-4A4EB71D7CA6/RESOURCEGROUPS/VMSS-SCALING14/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/SCALINGVMSS/VIRTUALMACHINES/1"
"3e5e596f-17c7-4894-aecf-2e4adc1cefd4","Health Event Updated","Updated","Resource Health","Informational","2024-03-07T20:22:20.476Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","","MICROSOFT.COMPUTE/virtualmachinescalesets/virtualmachines","VMSS-SCALING14","/SUBSCRIPTIONS/E7DC935A-7E69-4B70-90E9-4A4EB71D7CA6/RESOURCEGROUPS/VMSS-SCALING14/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/SCALINGVMSS/VIRTUALMACHINES/1"
"792cd8e6-a37a-4036-aaa1-0ad7748c0d95","Health Event Updated","Updated","Resource Health","Informational","2024-03-07T20:22:20.476Z","e7dc935a-7e69-4b70-90e9-4a4eb71d7ca6","","MICROSOFT.COMPUTE/virtualmachinescalesets/virtualmachines","VMSS-SCALING14","/SUBSCRIPTIONS/E7DC935A-7E69-4B70-90E9-4A4EB71D7CA6/RESOURCEGROUPS/VMSS-SCALING14/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/SCALINGVMSS/VIRTUALMACHINES/0"
